 2011: 0.168580, 0.194887 avg loss, 0.002000 rate, 4.064984 seconds, 257408 images
 2016: 0.163458, 0.191744 avg loss, 0.002000 rate, 4.338493 seconds, 258048 images
 2017: 0.171217, 0.189691 avg loss, 0.002000 rate, 4.084337 seconds, 258176 images
 2018: 0.147852, 0.185508 avg loss, 0.002000 rate, 4.081942 seconds, 258304 images
 2019: 0.178521, 0.184809 avg loss, 0.002000 rate, 4.224424 seconds, 258432 images
 2024: 0.144936, 0.180822 avg loss, 0.002000 rate, 4.733092 seconds, 259072 images
 2025: 0.183302, 0.181070 avg loss, 0.002000 rate, 4.416565 seconds, 259200 images
 2026: 0.127595, 0.175722 avg loss, 0.002000 rate, 4.499140 seconds, 259328 images
 2027: 0.141935, 0.172343 avg loss, 0.002000 rate, 4.486230 seconds, 259456 images
 2032: 0.163893, 0.171498 avg loss, 0.002000 rate, 4.744346 seconds, 260096 images
 2033: 0.150382, 0.169387 avg loss, 0.002000 rate, 4.297646 seconds, 260224 images
 2034: 0.133540, 0.165802 avg loss, 0.002000 rate, 4.514519 seconds, 260352 images
 2035: 0.131546, 0.162376 avg loss, 0.002000 rate, 4.384673 seconds, 260480 images
 2040: 0.171052, 0.163244 avg loss, 0.002000 rate, 4.769250 seconds, 261120 images
 2041: 0.147098, 0.161629 avg loss, 0.002000 rate, 3.051871 seconds, 261248 images
 2042: 0.180047, 0.163471 avg loss, 0.002000 rate, 3.078384 seconds, 261376 images
 2043: 0.187431, 0.165867 avg loss, 0.002000 rate, 2.918205 seconds, 261504 images
 2048: 0.150582, 0.164339 avg loss, 0.002000 rate, 3.302642 seconds, 262144 images
 2049: 0.112368, 0.159142 avg loss, 0.002000 rate, 2.939709 seconds, 262272 images
 2050: 0.153327, 0.158560 avg loss, 0.002000 rate, 3.077382 seconds, 262400 images
 2051: 0.173311, 0.160035 avg loss, 0.002000 rate, 2.999236 seconds, 262528 images
 2056: 0.161903, 0.160222 avg loss, 0.002000 rate, 3.287442 seconds, 263168 images
 2057: 0.145345, 0.158734 avg loss, 0.002000 rate, 3.045068 seconds, 263296 images
 2058: 0.156706, 0.158531 avg loss, 0.002000 rate, 2.932480 seconds, 263424 images
 2059: 0.146679, 0.157346 avg loss, 0.002000 rate, 4.087920 seconds, 263552 images
 2064: 0.170241, 0.158636 avg loss, 0.002000 rate, 4.338732 seconds, 264192 images
 2065: 0.120858, 0.154858 avg loss, 0.002000 rate, 4.180106 seconds, 264320 images
 2066: 0.139882, 0.153360 avg loss, 0.002000 rate, 4.038522 seconds, 264448 images
 2067: 0.166410, 0.154665 avg loss, 0.002000 rate, 4.019866 seconds, 264576 images
 2072: 0.118025, 0.151001 avg loss, 0.002000 rate, 4.448759 seconds, 265216 images
 2073: 0.135496, 0.149451 avg loss, 0.002000 rate, 3.963952 seconds, 265344 images
 2074: 0.145061, 0.149012 avg loss, 0.002000 rate, 4.136849 seconds, 265472 images
 2075: 0.129996, 0.147110 avg loss, 0.002000 rate, 4.231239 seconds, 265600 images
 2080: 0.143047, 0.146704 avg loss, 0.002000 rate, 4.426942 seconds, 266240 images
 2081: 0.191087, 0.151142 avg loss, 0.002000 rate, 8.030982 seconds, 266368 images
 2082: 0.179137, 0.153942 avg loss, 0.002000 rate, 8.235255 seconds, 266496 images
 2083: 0.227587, 0.161306 avg loss, 0.002000 rate, 8.226045 seconds, 266624 images
 2088: 0.203957, 0.165571 avg loss, 0.002000 rate, 8.572621 seconds, 267264 images
 2089: 0.181048, 0.167119 avg loss, 0.002000 rate, 8.131986 seconds, 267392 images
 2090: 0.176463, 0.168053 avg loss, 0.002000 rate, 8.300197 seconds, 267520 images
 2091: 0.207481, 0.171996 avg loss, 0.002000 rate, 8.297558 seconds, 267648 images
 2096: 0.200020, 0.174798 avg loss, 0.002000 rate, 8.666586 seconds, 268288 images
 2097: 0.168775, 0.174196 avg loss, 0.002000 rate, 8.077358 seconds, 268416 images
 2098: 0.179941, 0.174771 avg loss, 0.002000 rate, 8.199138 seconds, 268544 images
 2099: 0.177307, 0.175024 avg loss, 0.002000 rate, 3.398430 seconds, 268672 images
 2104: 0.206156, 0.178137 avg loss, 0.002000 rate, 3.637725 seconds, 269312 images
 2105: 0.191091, 0.179433 avg loss, 0.002000 rate, 3.245998 seconds, 269440 images
 2106: 0.149146, 0.176404 avg loss, 0.002000 rate, 3.315659 seconds, 269568 images
 2107: 0.189769, 0.177740 avg loss, 0.002000 rate, 3.285148 seconds, 269696 images
 2112: 0.253303, 0.185297 avg loss, 0.002000 rate, 3.671455 seconds, 270336 images
 2113: 0.153572, 0.182124 avg loss, 0.002000 rate, 3.256891 seconds, 270464 images
 2114: 0.176686, 0.181580 avg loss, 0.002000 rate, 3.330549 seconds, 270592 images
 2115: 0.187550, 0.182177 avg loss, 0.002000 rate, 3.320958 seconds, 270720 images
 2120: 0.158634, 0.179823 avg loss, 0.002000 rate, 3.691231 seconds, 271360 images
 2121: 0.147501, 0.176591 avg loss, 0.002000 rate, 4.793729 seconds, 271488 images
 2122: 0.145052, 0.173437 avg loss, 0.002000 rate, 4.758370 seconds, 271616 images
 2123: 0.184689, 0.174562 avg loss, 0.002000 rate, 4.763906 seconds, 271744 images
 2128: 0.163166, 0.173423 avg loss, 0.002000 rate, 4.977902 seconds, 272384 images
 2129: 0.180311, 0.174111 avg loss, 0.002000 rate, 4.657912 seconds, 272512 images
 2130: 0.119433, 0.168644 avg loss, 0.002000 rate, 4.838302 seconds, 272640 images
 2131: 0.154825, 0.167262 avg loss, 0.002000 rate, 4.712121 seconds, 272768 images
 2136: 0.146329, 0.165168 avg loss, 0.002000 rate, 4.917201 seconds, 273408 images
 2137: 0.154677, 0.164119 avg loss, 0.002000 rate, 4.727030 seconds, 273536 images
 2138: 0.136842, 0.161392 avg loss, 0.002000 rate, 4.671554 seconds, 273664 images
 2139: 0.234094, 0.168662 avg loss, 0.002000 rate, 8.528302 seconds, 273792 images
 2144: 0.199288, 0.171724 avg loss, 0.002000 rate, 9.021146 seconds, 274432 images
 2145: 0.188868, 0.173439 avg loss, 0.002000 rate, 8.568458 seconds, 274560 images
 2146: 0.173330, 0.173428 avg loss, 0.002000 rate, 8.793279 seconds, 274688 images
 2147: 0.193788, 0.175464 avg loss, 0.002000 rate, 8.603985 seconds, 274816 images
 2152: 0.207811, 0.178699 avg loss, 0.002000 rate, 8.990503 seconds, 275456 images
 2153: 0.215674, 0.182396 avg loss, 0.002000 rate, 8.672411 seconds, 275584 images
 2154: 0.179596, 0.182116 avg loss, 0.002000 rate, 8.809887 seconds, 275712 images
 2155: 0.195281, 0.183433 avg loss, 0.002000 rate, 8.767039 seconds, 275840 images
 2160: 0.192770, 0.184366 avg loss, 0.002000 rate, 8.993329 seconds, 276480 images
 2161: 0.202542, 0.186184 avg loss, 0.002000 rate, 2.877552 seconds, 276608 images
 2162: 0.220678, 0.189633 avg loss, 0.002000 rate, 3.108271 seconds, 276736 images
 2163: 0.192674, 0.189937 avg loss, 0.002000 rate, 3.078353 seconds, 276864 images
 2168: 0.168749, 0.187819 avg loss, 0.002000 rate, 3.228570 seconds, 277504 images
 2169: 0.134669, 0.182504 avg loss, 0.002000 rate, 3.073609 seconds, 277632 images
 2170: 0.150788, 0.179332 avg loss, 0.002000 rate, 3.048280 seconds, 277760 images
 2171: 0.214195, 0.182818 avg loss, 0.002000 rate, 3.090602 seconds, 277888 images
 2176: 0.203814, 0.184918 avg loss, 0.002000 rate, 3.327214 seconds, 278528 images
 2177: 0.186442, 0.185070 avg loss, 0.002000 rate, 2.894034 seconds, 278656 images
 2178: 0.179683, 0.184532 avg loss, 0.002000 rate, 2.988093 seconds, 278784 images
 2179: 0.245511, 0.190629 avg loss, 0.002000 rate, 5.074310 seconds, 278912 images
 2184: 0.212273, 0.192794 avg loss, 0.002000 rate, 5.316405 seconds, 279552 images
 2185: 0.138800, 0.187394 avg loss, 0.002000 rate, 4.888333 seconds, 279680 images
 2186: 0.175911, 0.186246 avg loss, 0.002000 rate, 5.206121 seconds, 279808 images
 2187: 0.210880, 0.188710 avg loss, 0.002000 rate, 5.059164 seconds, 279936 images
 2192: 0.187054, 0.188544 avg loss, 0.002000 rate, 5.378934 seconds, 280576 images
 2193: 0.176028, 0.187292 avg loss, 0.002000 rate, 5.180281 seconds, 280704 images
 2194: 0.184859, 0.187049 avg loss, 0.002000 rate, 4.962472 seconds, 280832 images
 2195: 0.134608, 0.181805 avg loss, 0.002000 rate, 5.124172 seconds, 280960 images
 2200: 0.116802, 0.175305 avg loss, 0.002000 rate, 5.457187 seconds, 281600 images
 2201: 0.153850, 0.173159 avg loss, 0.002000 rate, 4.297978 seconds, 281728 images
 2202: 0.158181, 0.171661 avg loss, 0.002000 rate, 4.502025 seconds, 281856 images
 2203: 0.176436, 0.172139 avg loss, 0.002000 rate, 4.344308 seconds, 281984 images
 2208: 0.172962, 0.172221 avg loss, 0.002000 rate, 4.706072 seconds, 282624 images
 2209: 0.108718, 0.165871 avg loss, 0.002000 rate, 4.311996 seconds, 282752 images
 2210: 0.152679, 0.164552 avg loss, 0.002000 rate, 4.358030 seconds, 282880 images
 2211: 0.157056, 0.163802 avg loss, 0.002000 rate, 4.496898 seconds, 283008 images
 2216: 0.222802, 0.169702 avg loss, 0.002000 rate, 4.550226 seconds, 283648 images
 2217: 0.146595, 0.167391 avg loss, 0.002000 rate, 4.376657 seconds, 283776 images
 2218: 0.162785, 0.166931 avg loss, 0.002000 rate, 4.297253 seconds, 283904 images
 2219: 0.171785, 0.167416 avg loss, 0.002000 rate, 4.455032 seconds, 284032 images
 2224: 0.177251, 0.168400 avg loss, 0.002000 rate, 4.745269 seconds, 284672 images
 2225: 0.113384, 0.162898 avg loss, 0.002000 rate, 4.341326 seconds, 284800 images
 2226: 0.133392, 0.159947 avg loss, 0.002000 rate, 4.372504 seconds, 284928 images
 2227: 0.211975, 0.165150 avg loss, 0.002000 rate, 4.392682 seconds, 285056 images
 2232: 0.121636, 0.160799 avg loss, 0.002000 rate, 4.796727 seconds, 285696 images
 2233: 0.110667, 0.155786 avg loss, 0.002000 rate, 4.353283 seconds, 285824 images
 2234: 0.146182, 0.154825 avg loss, 0.002000 rate, 4.482989 seconds, 285952 images
 2235: 0.170343, 0.156377 avg loss, 0.002000 rate, 4.503331 seconds, 286080 images
 2240: 0.118389, 0.152578 avg loss, 0.002000 rate, 4.707727 seconds, 286720 images
 2241: 0.142197, 0.151540 avg loss, 0.002000 rate, 3.015145 seconds, 286848 images
 2242: 0.134010, 0.149787 avg loss, 0.002000 rate, 3.039697 seconds, 286976 images
 2243: 0.145913, 0.149400 avg loss, 0.002000 rate, 3.047020 seconds, 287104 images
 2248: 0.145412, 0.149001 avg loss, 0.002000 rate, 3.162575 seconds, 287744 images
 2249: 0.150782, 0.149179 avg loss, 0.002000 rate, 2.977377 seconds, 287872 images
 2250: 0.121535, 0.146415 avg loss, 0.002000 rate, 2.973594 seconds, 288000 images
 2251: 0.135723, 0.145345 avg loss, 0.002000 rate, 3.105152 seconds, 288128 images
 2256: 0.154800, 0.146291 avg loss, 0.002000 rate, 3.283917 seconds, 288768 images
 2257: 0.155288, 0.147191 avg loss, 0.002000 rate, 2.997375 seconds, 288896 images
 2258: 0.133633, 0.145835 avg loss, 0.002000 rate, 2.954523 seconds, 289024 images
 2259: 0.193706, 0.150622 avg loss, 0.002000 rate, 3.381554 seconds, 289152 images
 2264: 0.166888, 0.152249 avg loss, 0.002000 rate, 3.656091 seconds, 289792 images
 2265: 0.131147, 0.150138 avg loss, 0.002000 rate, 3.357508 seconds, 289920 images
 2266: 0.128747, 0.147999 avg loss, 0.002000 rate, 3.291857 seconds, 290048 images
 2267: 0.120101, 0.145209 avg loss, 0.002000 rate, 3.424975 seconds, 290176 images
 2272: 0.142357, 0.144924 avg loss, 0.002000 rate, 3.598605 seconds, 290816 images
 2273: 0.135878, 0.144020 avg loss, 0.002000 rate, 3.388310 seconds, 290944 images
 2274: 0.097212, 0.139339 avg loss, 0.002000 rate, 3.351607 seconds, 291072 images
 2275: 0.141453, 0.139550 avg loss, 0.002000 rate, 3.422669 seconds, 291200 images
 2280: 0.181837, 0.143779 avg loss, 0.002000 rate, 3.466004 seconds, 291840 images
 2281: 0.180932, 0.147494 avg loss, 0.002000 rate, 4.429043 seconds, 291968 images
 2282: 0.152723, 0.148017 avg loss, 0.002000 rate, 4.466381 seconds, 292096 images
 2283: 0.130848, 0.146300 avg loss, 0.002000 rate, 4.468859 seconds, 292224 images
 2288: 0.161581, 0.147828 avg loss, 0.002000 rate, 4.704783 seconds, 292864 images
 2289: 0.132312, 0.146277 avg loss, 0.002000 rate, 4.288215 seconds, 292992 images
 2290: 0.156238, 0.147273 avg loss, 0.002000 rate, 4.406920 seconds, 293120 images
 2291: 0.148992, 0.147445 avg loss, 0.002000 rate, 4.499561 seconds, 293248 images
 2296: 0.193158, 0.152016 avg loss, 0.002000 rate, 4.759341 seconds, 293888 images
 2297: 0.146042, 0.151419 avg loss, 0.002000 rate, 4.313356 seconds, 294016 images
 2298: 0.137038, 0.149981 avg loss, 0.002000 rate, 4.404682 seconds, 294144 images
 2299: 0.205677, 0.155550 avg loss, 0.002000 rate, 7.690834 seconds, 294272 images
 2304: 0.138747, 0.153870 avg loss, 0.002000 rate, 7.973471 seconds, 294912 images
 2305: 0.155759, 0.154059 avg loss, 0.002000 rate, 7.773740 seconds, 295040 images
 2306: 0.198268, 0.158480 avg loss, 0.002000 rate, 7.832803 seconds, 295168 images
 2307: 0.157162, 0.158348 avg loss, 0.002000 rate, 7.864709 seconds, 295296 images
 2312: 0.176651, 0.160178 avg loss, 0.002000 rate, 8.088714 seconds, 295936 images
 2313: 0.135824, 0.157743 avg loss, 0.002000 rate, 7.813324 seconds, 296064 images
 2314: 0.175933, 0.159562 avg loss, 0.002000 rate, 7.802102 seconds, 296192 images
 2315: 0.174070, 0.161013 avg loss, 0.002000 rate, 7.699102 seconds, 296320 images
 2320: 0.178923, 0.162804 avg loss, 0.002000 rate, 7.952388 seconds, 296960 images
 2321: 0.137309, 0.160254 avg loss, 0.002000 rate, 8.765604 seconds, 297088 images
 2322: 0.149616, 0.159190 avg loss, 0.002000 rate, 8.694340 seconds, 297216 images
 2323: 0.154276, 0.158699 avg loss, 0.002000 rate, 8.735188 seconds, 297344 images
 2328: 0.130240, 0.155853 avg loss, 0.002000 rate, 8.999506 seconds, 297984 images
 2329: 0.154250, 0.155693 avg loss, 0.002000 rate, 8.528721 seconds, 298112 images
 2330: 0.161515, 0.156275 avg loss, 0.002000 rate, 8.562806 seconds, 298240 images
 2331: 0.170272, 0.157675 avg loss, 0.002000 rate, 8.778268 seconds, 298368 images
 2336: 0.155618, 0.157469 avg loss, 0.002000 rate, 9.030144 seconds, 299008 images
 2337: 0.172652, 0.158987 avg loss, 0.002000 rate, 8.604746 seconds, 299136 images
 2338: 0.181637, 0.161252 avg loss, 0.002000 rate, 8.586335 seconds, 299264 images
 2339: 0.171570, 0.162284 avg loss, 0.002000 rate, 4.150748 seconds, 299392 images
 2344: 0.181525, 0.164208 avg loss, 0.002000 rate, 4.500631 seconds, 300032 images
 2345: 0.145403, 0.162328 avg loss, 0.002000 rate, 4.076856 seconds, 300160 images
 2346: 0.148546, 0.160949 avg loss, 0.002000 rate, 4.185744 seconds, 300288 images
 2347: 0.154114, 0.160266 avg loss, 0.002000 rate, 4.188724 seconds, 300416 images
 2352: 0.182811, 0.162520 avg loss, 0.002000 rate, 4.285926 seconds, 301056 images
 2353: 0.149388, 0.161207 avg loss, 0.002000 rate, 4.040366 seconds, 301184 images
 2354: 0.222656, 0.167352 avg loss, 0.002000 rate, 4.128011 seconds, 301312 images
 2355: 0.137438, 0.164361 avg loss, 0.002000 rate, 4.160053 seconds, 301440 images
 2360: 0.157543, 0.163679 avg loss, 0.002000 rate, 4.289902 seconds, 302080 images
 2361: 0.152447, 0.162556 avg loss, 0.002000 rate, 6.359394 seconds, 302208 images
 2362: 0.140218, 0.160322 avg loss, 0.002000 rate, 6.315990 seconds, 302336 images
 2363: 0.114624, 0.155752 avg loss, 0.002000 rate, 6.535161 seconds, 302464 images
 2368: 0.127013, 0.152878 avg loss, 0.002000 rate, 6.766430 seconds, 303104 images
 2369: 0.142352, 0.151826 avg loss, 0.002000 rate, 6.367367 seconds, 303232 images
 2370: 0.119366, 0.148580 avg loss, 0.002000 rate, 6.404419 seconds, 303360 images
 2371: 0.148045, 0.148526 avg loss, 0.002000 rate, 6.421503 seconds, 303488 images
 2376: 0.146275, 0.148301 avg loss, 0.002000 rate, 6.851237 seconds, 304128 images
 2377: 0.128222, 0.146293 avg loss, 0.002000 rate, 6.491603 seconds, 304256 images
 2378: 0.119969, 0.143661 avg loss, 0.002000 rate, 6.554433 seconds, 304384 images
 2379: 0.178907, 0.147185 avg loss, 0.002000 rate, 6.937986 seconds, 304512 images
 2384: 0.133760, 0.145843 avg loss, 0.002000 rate, 7.092106 seconds, 305152 images
 2385: 0.143799, 0.145638 avg loss, 0.002000 rate, 6.885139 seconds, 305280 images
 2386: 0.147109, 0.145785 avg loss, 0.002000 rate, 6.934350 seconds, 305408 images
 2387: 0.135117, 0.144719 avg loss, 0.002000 rate, 6.844570 seconds, 305536 images
 2392: 0.159335, 0.146180 avg loss, 0.002000 rate, 7.301787 seconds, 306176 images
 2393: 0.148342, 0.146396 avg loss, 0.002000 rate, 6.975995 seconds, 306304 images
 2394: 0.149265, 0.146683 avg loss, 0.002000 rate, 7.045395 seconds, 306432 images
 2395: 0.175490, 0.149564 avg loss, 0.002000 rate, 7.021433 seconds, 306560 images
 2400: 0.129634, 0.147571 avg loss, 0.002000 rate, 7.352038 seconds, 307200 images
 2401: 0.110836, 0.143897 avg loss, 0.002000 rate, 6.325821 seconds, 307328 images
 2402: 0.184822, 0.147990 avg loss, 0.002000 rate, 6.577540 seconds, 307456 images
 2403: 0.126983, 0.145889 avg loss, 0.002000 rate, 6.553899 seconds, 307584 images
 2408: 0.142960, 0.145596 avg loss, 0.002000 rate, 6.865101 seconds, 308224 images
 2409: 0.128926, 0.143929 avg loss, 0.002000 rate, 6.452703 seconds, 308352 images
 2410: 0.140344, 0.143571 avg loss, 0.002000 rate, 6.430279 seconds, 308480 images
 2411: 0.141434, 0.143357 avg loss, 0.002000 rate, 6.441665 seconds, 308608 images
 2416: 0.157278, 0.144749 avg loss, 0.002000 rate, 6.666024 seconds, 309248 images
 2417: 0.178950, 0.148169 avg loss, 0.002000 rate, 6.395590 seconds, 309376 images
 2418: 0.127978, 0.146150 avg loss, 0.002000 rate, 6.592128 seconds, 309504 images
 2419: 0.163206, 0.147856 avg loss, 0.002000 rate, 3.411921 seconds, 309632 images
 2424: 0.101685, 0.143239 avg loss, 0.002000 rate, 3.613949 seconds, 310272 images
 2425: 0.123300, 0.141245 avg loss, 0.002000 rate, 3.209967 seconds, 310400 images
 2426: 0.138685, 0.140989 avg loss, 0.002000 rate, 3.298377 seconds, 310528 images
 2427: 0.169665, 0.143857 avg loss, 0.002000 rate, 3.443360 seconds, 310656 images
 2432: 0.125769, 0.142048 avg loss, 0.002000 rate, 3.573545 seconds, 311296 images
 2433: 0.156873, 0.143530 avg loss, 0.002000 rate, 3.304552 seconds, 311424 images
 2434: 0.156932, 0.144870 avg loss, 0.002000 rate, 3.403614 seconds, 311552 images
 2435: 0.134196, 0.143803 avg loss, 0.002000 rate, 3.434532 seconds, 311680 images
 2440: 0.099821, 0.139405 avg loss, 0.002000 rate, 3.674636 seconds, 312320 images
 2441: 0.168985, 0.142363 avg loss, 0.002000 rate, 3.374202 seconds, 312448 images
 2442: 0.129563, 0.141083 avg loss, 0.002000 rate, 3.338112 seconds, 312576 images
 2443: 0.109521, 0.137927 avg loss, 0.002000 rate, 3.274601 seconds, 312704 images
 2448: 0.133168, 0.137451 avg loss, 0.002000 rate, 3.571888 seconds, 313344 images
 2449: 0.113781, 0.135084 avg loss, 0.002000 rate, 3.327518 seconds, 313472 images
 2450: 0.120850, 0.133660 avg loss, 0.002000 rate, 3.386220 seconds, 313600 images
 2451: 0.124722, 0.132767 avg loss, 0.002000 rate, 3.432807 seconds, 313728 images
 2456: 0.169771, 0.136467 avg loss, 0.002000 rate, 3.572488 seconds, 314368 images
 2457: 0.117608, 0.134581 avg loss, 0.002000 rate, 3.315245 seconds, 314496 images
 2458: 0.161374, 0.137260 avg loss, 0.002000 rate, 3.331424 seconds, 314624 images
 2459: 0.159264, 0.139461 avg loss, 0.002000 rate, 3.019726 seconds, 314752 images
 2464: 0.181104, 0.143625 avg loss, 0.002000 rate, 3.260569 seconds, 315392 images
 2465: 0.121642, 0.141427 avg loss, 0.002000 rate, 3.075896 seconds, 315520 images
 2466: 0.149074, 0.142192 avg loss, 0.002000 rate, 3.069806 seconds, 315648 images
 2467: 0.143715, 0.142344 avg loss, 0.002000 rate, 3.104841 seconds, 315776 images
 2472: 0.158904, 0.144000 avg loss, 0.002000 rate, 3.236352 seconds, 316416 images
 2473: 0.144741, 0.144074 avg loss, 0.002000 rate, 2.968612 seconds, 316544 images
 2474: 0.128023, 0.142469 avg loss, 0.002000 rate, 3.059425 seconds, 316672 images
 2475: 0.120170, 0.140239 avg loss, 0.002000 rate, 3.009498 seconds, 316800 images
 2480: 0.136713, 0.139886 avg loss, 0.002000 rate, 3.312427 seconds, 317440 images
 2481: 0.132082, 0.139106 avg loss, 0.002000 rate, 5.908141 seconds, 317568 images
 2482: 0.102975, 0.135493 avg loss, 0.002000 rate, 5.989339 seconds, 317696 images
 2483: 0.130577, 0.135001 avg loss, 0.002000 rate, 5.937356 seconds, 317824 images
 2488: 0.154758, 0.136977 avg loss, 0.002000 rate, 6.210598 seconds, 318464 images
 2489: 0.143685, 0.137648 avg loss, 0.002000 rate, 5.681601 seconds, 318592 images
 2490: 0.147608, 0.138644 avg loss, 0.002000 rate, 6.043660 seconds, 318720 images
 2491: 0.117639, 0.136543 avg loss, 0.002000 rate, 6.100698 seconds, 318848 images
 2496: 0.125459, 0.135435 avg loss, 0.002000 rate, 6.284929 seconds, 319488 images
 2497: 0.121792, 0.134071 avg loss, 0.002000 rate, 5.858486 seconds, 319616 images
 2498: 0.159350, 0.136599 avg loss, 0.002000 rate, 5.961541 seconds, 319744 images
 2499: 0.156253, 0.138564 avg loss, 0.002000 rate, 4.703403 seconds, 319872 images
 2504: 0.162210, 0.140929 avg loss, 0.002000 rate, 5.070529 seconds, 320512 images
 2505: 0.102105, 0.137046 avg loss, 0.002000 rate, 4.718303 seconds, 320640 images
 2506: 0.119453, 0.135287 avg loss, 0.002000 rate, 4.778958 seconds, 320768 images
 2507: 0.161238, 0.137882 avg loss, 0.002000 rate, 4.650482 seconds, 320896 images
 2512: 0.150222, 0.139116 avg loss, 0.002000 rate, 5.000326 seconds, 321536 images
 2513: 0.128887, 0.138093 avg loss, 0.002000 rate, 4.757708 seconds, 321664 images
 2514: 0.139852, 0.138269 avg loss, 0.002000 rate, 4.835929 seconds, 321792 images
 2515: 0.107887, 0.135231 avg loss, 0.002000 rate, 4.805101 seconds, 321920 images
 2520: 0.145755, 0.136283 avg loss, 0.002000 rate, 4.980457 seconds, 322560 images
 2521: 0.136397, 0.136295 avg loss, 0.002000 rate, 5.437367 seconds, 322688 images
 2522: 0.146206, 0.137286 avg loss, 0.002000 rate, 5.676905 seconds, 322816 images
 2523: 0.151820, 0.138739 avg loss, 0.002000 rate, 5.549367 seconds, 322944 images
 2528: 0.132025, 0.138068 avg loss, 0.002000 rate, 5.908107 seconds, 323584 images
 2529: 0.128804, 0.137141 avg loss, 0.002000 rate, 5.536434 seconds, 323712 images
 2530: 0.128169, 0.136244 avg loss, 0.002000 rate, 5.630798 seconds, 323840 images
 2531: 0.129544, 0.135574 avg loss, 0.002000 rate, 5.582656 seconds, 323968 images
 2536: 0.125846, 0.134601 avg loss, 0.002000 rate, 5.877077 seconds, 324608 images
 2537: 0.107951, 0.131936 avg loss, 0.002000 rate, 5.530750 seconds, 324736 images
 2538: 0.132560, 0.131999 avg loss, 0.002000 rate, 5.665219 seconds, 324864 images
 2539: 0.157890, 0.134588 avg loss, 0.002000 rate, 3.412006 seconds, 324992 images
 2544: 0.129871, 0.134116 avg loss, 0.002000 rate, 3.588567 seconds, 325632 images
 2545: 0.134505, 0.134155 avg loss, 0.002000 rate, 3.273912 seconds, 325760 images
 2546: 0.155778, 0.136317 avg loss, 0.002000 rate, 3.367082 seconds, 325888 images
 2547: 0.115500, 0.134236 avg loss, 0.002000 rate, 3.440363 seconds, 326016 images
 2552: 0.124757, 0.133288 avg loss, 0.002000 rate, 3.670336 seconds, 326656 images
 2553: 0.112939, 0.131253 avg loss, 0.002000 rate, 3.295886 seconds, 326784 images
 2554: 0.166176, 0.134745 avg loss, 0.002000 rate, 3.346716 seconds, 326912 images
 2555: 0.126977, 0.133968 avg loss, 0.002000 rate, 3.415066 seconds, 327040 images
 2560: 0.130108, 0.133582 avg loss, 0.002000 rate, 3.477778 seconds, 327680 images
 2561: 0.153849, 0.135609 avg loss, 0.002000 rate, 5.974418 seconds, 327808 images
 2562: 0.105383, 0.132586 avg loss, 0.002000 rate, 5.930454 seconds, 327936 images
 2563: 0.105577, 0.129885 avg loss, 0.002000 rate, 5.986413 seconds, 328064 images
 2568: 0.117350, 0.128632 avg loss, 0.002000 rate, 6.281038 seconds, 328704 images
 2569: 0.162555, 0.132024 avg loss, 0.002000 rate, 5.941286 seconds, 328832 images
 2570: 0.158025, 0.134624 avg loss, 0.002000 rate, 6.083012 seconds, 328960 images
 2571: 0.158571, 0.137019 avg loss, 0.002000 rate, 5.903897 seconds, 329088 images
 2576: 0.116121, 0.134929 avg loss, 0.002000 rate, 6.217006 seconds, 329728 images
 2577: 0.108105, 0.132247 avg loss, 0.002000 rate, 6.082992 seconds, 329856 images
 2578: 0.113255, 0.130348 avg loss, 0.002000 rate, 6.108670 seconds, 329984 images
 2579: 0.157869, 0.133100 avg loss, 0.002000 rate, 4.246205 seconds, 330112 images
 2584: 0.153302, 0.135120 avg loss, 0.002000 rate, 4.618554 seconds, 330752 images
 2585: 0.154696, 0.137078 avg loss, 0.002000 rate, 4.439302 seconds, 330880 images
 2586: 0.158806, 0.139250 avg loss, 0.002000 rate, 4.469072 seconds, 331008 images
 2587: 0.132596, 0.138585 avg loss, 0.002000 rate, 4.408440 seconds, 331136 images
 2592: 0.166340, 0.141361 avg loss, 0.002000 rate, 4.616377 seconds, 331776 images
 2593: 0.125879, 0.139812 avg loss, 0.002000 rate, 4.395232 seconds, 331904 images
 2594: 0.114670, 0.137298 avg loss, 0.002000 rate, 4.425715 seconds, 332032 images
 2595: 0.124072, 0.135975 avg loss, 0.002000 rate, 4.470111 seconds, 332160 images
 2600: 0.102720, 0.132650 avg loss, 0.002000 rate, 4.774809 seconds, 332800 images
 2601: 0.128334, 0.132218 avg loss, 0.002000 rate, 5.439878 seconds, 332928 images
 2602: 0.117727, 0.130769 avg loss, 0.002000 rate, 5.632523 seconds, 333056 images
 2603: 0.133975, 0.131090 avg loss, 0.002000 rate, 5.634699 seconds, 333184 images
 2608: 0.114154, 0.129396 avg loss, 0.002000 rate, 5.838898 seconds, 333824 images
 2609: 0.129186, 0.129375 avg loss, 0.002000 rate, 5.430892 seconds, 333952 images
 2610: 0.098100, 0.126248 avg loss, 0.002000 rate, 5.589815 seconds, 334080 images
 2611: 0.130690, 0.126692 avg loss, 0.002000 rate, 5.567288 seconds, 334208 images
 2616: 0.085706, 0.122593 avg loss, 0.002000 rate, 5.791046 seconds, 334848 images
 2617: 0.130674, 0.123401 avg loss, 0.002000 rate, 5.573271 seconds, 334976 images
 2618: 0.146079, 0.125669 avg loss, 0.002000 rate, 5.674843 seconds, 335104 images
